No,ID,ACCID,Vet Name,แขวง/ตำบล,เขต/อำเภอ,จังหวัด,Address ID,Zip ,วันที่เปิดทำการ,เวลาเปิดทำการ,เวลาปิดทำการ,ที่อยู่,Stock,Stock
336,6766490336,CB1336,โรงพยาบาลสัตว์เลี้ยง,แขวงคลองบางบอน,เขตบางบอน,กรุงเทพมหานคร,105005,10150,ทุกวัน,8:00:00 AM,8:00:00 PM,108/20-22 ม.4,0,0
337,6766490337,CB1337,คลินิกเพื่อนสัตว์,แขวงบางโพงพาง,เขตยานนาวา,กรุงเทพมหานคร,101204,10121,ทุกวัน ปิดวันอาทิตย์,9:30:00 AM,8:00:00 PM,604/136 ถ.สาธุประดิษฐ์,0,0
338,6766490338,CB1338,โรงพยาบาลสัตว์บางปะกอก,แขวงบางปะกอก,เขตราษฎร์บูรณะ,กรุงเทพมหานคร,102402,10140,ทุกวัน,10:00:00 AM,8:00:00 PM,575/3 ถ.สุขสวัสดิ์,0,0
339,6766490339,CB1339,เอส ที เพ็ทแคร์ รักษาสัตว์,แขวงบ้านช่างหล่อ,เขตบางกอกน้อย,กรุงเทพมหานคร,102005,10700,ทุกวัน,10:00:00 AM,8:00:00 PM,204/20 ถ.จรัญฯ,0,0
340,6766490340,CB1340,โรงพยาบาลสัตว์เพอร์เฟคเพ็ท,แขวงบางไผ่,เขตบางแค,กรุงเทพมหานคร,104003,10160,ทุกวัน,9:00:00 AM,8:00:00 PM,7/5 ถ.บางแวก,0,0
341,6766490341,CB1341,จันทน์บดินทร์สัตวแพทย์,แขวงทุ่งวัดดอน,เขตสาทร,กรุงเทพมหานคร,102801,10122,ทุกวัน,9:30:00 AM,9:00:00 PM,1158-1158/1,0,0
342,6766490342,CB1342,โรงพยาบาลสัตว์ออมสินแอนด์สตางค์,แขวงคลองบางบอน,เขตบางบอน,กรุงเทพมหานคร,105005,10150,ทุกวัน,7:00:00 AM,8:00:00 PM,96/445-6 ม.3,0,0
343,6766490343,CB1343,โรงพยาบาลสัตว์จักรพิน,แขวงทุ่งครุ,เขตทุ่งครุ,กรุงเทพมหานคร,104902,10140,ทุกวัน,9:00:00 AM,7:30:00 PM,56/82-83 ซ.ประชาอุทิศ 97/3,0,0
344,6766490344,CB1344,โรงพยาบาลสัตว์บางกอก,แขวงบางจาก,เขตภาษีเจริญ,กรุงเทพมหานคร,102206,10160,ทุกวัน,12:00:00 AM,12:00:00 PM,247/8-9-10,0,0
345,6766490345,CB1345,โรงพยาบาลสัตว์สาย 1,แขวงบางด้วน,เขตภาษีเจริญ,กรุงเทพมหานคร,102202,10160,ทุกวัน,9:00:00 AM,8:00:00 PM,186/65 ถ.พุทธมณฑล สาย 1,0,0
346,6766490346,CB1346,พุทธบูชาสัตวแพทย์,แขวงบางมด,เขตทุ่งครุ,กรุงเทพมหานคร,104901,10140,ทุกวัน,9:00:00 AM,8:00:00 PM,202/21 ม.3,0,0
347,6766490347,CB1347,โรงพยาบาลสัตว์บางแค 1,แขวงบางแค,เขตบางแค,กรุงเทพมหานคร,104001,10160,ทุกวัน,9:00:00 AM,9:00:00 PM,119/38-39,0,0
348,6766490348,CB1348,บ้านเย็นใจ คลีนิกรักษาสัตว์,แขวงศาลาธรรมสพน์,เขตทวีวัฒนา,กรุงเทพมหานคร,104802,10170,ทุกวัน,10:00:00 AM,8:00:00 PM,42/29 ถ.บรมราชชนนี,0,0
349,6766490349,CB1349,ศูนย์การสัตวแพทย์ธนบุรี,แขวงทวีวัฒนา,เขตทวีวัฒนา,กรุงเทพมหานคร,104801,10170,ทุกวัน,6:00:00 PM,9:00:00 PM,ศูนย์การสัตวแพทย์ธนบุรี,0,0
350,6766490350,CB1350,กรีนเว็ทสัตวแพทย์,แขวงบางหว้า,เขตภาษีเจริญ,กรุงเทพมหานคร,102201,10160,ทุกวัน,9:00:00 AM,9:00:00 PM,23/27 ม.9,0,0
351,6766490351,CB1351,โรงพยาบาลสัตว์พระราม8,แขวงอรุณอมรินทร์,เขตบางกอกน้อย,กรุงเทพมหานคร,102009,10700,ทุกวัน,9:00:00 AM,9:00:00 AM,83/2 ชั้นที่1-3 ถ.อรุณอมรินทร์,0,0
352,6766490352,CB1352,ศรีเมืองสัตวแพทย์,แขวงทุ่งครุ,เขตทุ่งครุ,กรุงเทพมหานคร,104902,10140,ทุกวัน,9:00:00 AM,9:00:00 PM,122/53 ซ.ประชาอุทิศ 91/1,0,0
353,6766490353,CB1353,ด๊อกส์การ์ดรักษาสัตว์,แขวงบางระมาด,เขตตลิ่งชัน,กรุงเทพมหานคร,101905,10170,ทุกวัน,2:00:00 PM,8:00:00 PM,7/74 ถ.พุทธมณฑลสาย 1,0,0
354,6766490354,CB1354,เพ็ทโพลี คลินิกรักษาสัตว์,บางพึ่ง,อำเภอพระประแดง,สมุทรปราการ,110402,10130,ทุกวัน,9:00:00 AM,9:00:00 PM,Pet polyclinic,0,0
355,6766490355,CB1355,โรงพยาบาลสัตว์เซนต์มอส,แขวงบางยี่ขัน,เขตบางพลัด,กรุงเทพมหานคร,102504,10700,ทุกวัน,9:00:00 AM,9:00:00 PM,458 ริมถ.ถัดจาก ซ.จรัญฯ 50/1,0,0
356,6766490356,CB1356,บางพรมสัตวแพทย์,แขวงบางพรม,เขตตลิ่งชัน,กรุงเทพมหานคร,101904,10170,ทุกวัน,9:00:00 AM,8:00:00 PM,15/7 ม.15,0,0
357,6766490357,CB1357,โรงพยาบาลสัตว์มีสุข,แขวงช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,101203,10120,ทุกวัน,10:00:00 AM,10:00:00 PM,1045 ซ.พระราม 3 ซ.63,0,0
358,6766490358,CB1358,โรงพยาบาลสัตว์วันใส,แขวงบางมด,เขตทุ่งครุ,กรุงเทพมหานคร,104901,10140,ทุกวัน,9:00:00 AM,7:00:00 PM,637/10-11 ถ.ประชาอุทิศ,0,0
359,6766490359,CB1359,โรงพยาบาลสัตว์แอนิมอลสเปซ,แขวงศาลาธรรมสพน์,เขตทวีวัฒนา,กรุงเทพมหานคร,104802,10170,ทุกวัน,8:00:00 AM,11:30:00 PM,เลขที่ 99/30 ซอยพุทธมณฑลสาย 2,0,0
360,6766490360,CB1360,โรงพยาบาลสัตว์ พี.เอส.,แขวงบางพลัด,เขตบางพลัด,กรุงเทพมหานคร,102501,10700,ทุกวัน,12:00:00 AM,12:00:00 PM,202 ถ.สิรินธร,0,0
361,6766490361,CB1361,โรงพยาบาลสัตว์ลักกี้เพ็ท,นาดี,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740109,74000,ทุกวัน,8:00:00 AM,12:00:00 AM,33/10,0,0
362,6766490362,CB1362,คลินิกรักษาสัตว์บ้านหมอพัด,แขวงบางพลัด,เขตบางพลัด,กรุงเทพมหานคร,102501,10700,ทุกวัน,1:00:00 PM,4:30:00 PM,1459 ซ.จรัญสนิทวงศ์ 75,0,0
363,6766490363,CB1363,โรงพยาบาลสัตว์แสนดี สาขาพุทธมณฑลสาย2,แขวงบางไผ่,เขตบางแค,กรุงเทพมหานคร,104003,10160,ทุกวัน,9:00:00 AM,9:00:00 AM,476 ถ.พุทธมณฑลสาย2,0,0
364,6766490364,CB1364,โรงพยาบาลสัตว์รักษ์ ณ จันทน์,แขวงช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,101203,10120,ทุกวัน,9:00:00 AM,9:00:00 AM,145-147 ถ.จันทน์,0,0
365,6766490365,CB1365,เทพสิรินทร์สัตวแพทย์,บ้านปรก,อำเภอเมืองสมุทรสงคราม,สมุทรสงคราม,750104,75000,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันอาทิตย์",9:00:00 AM,6:00:00 PM,61/22-23  ม.1,0,0
366,6766490366,CB1366,โรงพยาบาลสัตว์มานะเพ็ท,แขวงศาลาธรรมสพน์,เขตทวีวัฒนา,กรุงเทพมหานคร,104802,10170,ทุกวัน,9:00:00 AM,8:30:00 PM,100/117 ซ.พุทธมณฑลสาย2,0,0
367,6766490367,CB1367,คลินิกรักษาสัตว์ เพ็ทพอว์,แขวงสำเหร่,เขตธนบุรี,กรุงเทพมหานคร,101507,10600,ทุกวัน,10:00:00 AM,7:00:00 PM,28 ปากซอยเจริญนคร 54,0,0
368,6766490368,CB1368,ดาวคะนองสัตวแพทย์,แขวงดาวคะนอง,เขตธนบุรี,กรุงเทพมหานคร,101506,10600,ทุกวัน ปิดวันจันทร์,12:00:00 PM,8:00:00 PM,1057/9 ถ.สมเด็จพระเจ้าตากสิน,0,0
369,6766490369,CB1369,คลินิกหมอมนรักสัตว์,แขวงฉิมพลี,เขตตลิ่งชัน,กรุงเทพมหานคร,101903,10170,ทุกวัน,12:00:00 PM,8:00:00 PM,58 ถ.ฉิมพลี,0,0
370,6766490370,CB1370,โรงพยาบาลสัตว์เพ็ทแลนด์,ท่าทราย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740110,74000,ทุกวัน,8:00:00 AM,8:00:00 PM,46/3 ม.8 ถ.พระราม2,0,0
371,6766490371,CB1371,โรงพยาบาลสัตว์มหาชัยบริรักษ์,มหาชัย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740101,74000,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,9:00:00 PM,271/27ก. ถ.เดิมบาง,0,0
372,6766490372,CB1372,เพ็ทคอนเนอร์,แขวงทวีวัฒนา,เขตทวีวัฒนา,กรุงเทพมหานคร,104801,10170,ทุกวัน,8:30:00 AM,6:00:00 PM,18 ม.1 ถ.เลียนคลองทวีวัฒนา,0,0
373,6766490373,CB1373,โรงพยาบาลสัตว์เพ็ทแคร์ เซ็นเตอร์,แขวงบางปะกอก,เขตราษฎร์บูรณะ,กรุงเทพมหานคร,102402,10140,ทุกวัน,12:00:00 AM,12:00:00 PM,"331,331/1 ม.11 ถ.สุขสวัสดิ์",0,0
374,6766490374,CB1374,โรงพยาบาลสัตว์เอกชัย,แขวงบางบอนเหนือ,เขตบางบอน,กรุงเทพมหานคร,105002,10150,ทุกวัน,9:00:00 AM,9:00:00 AM,"966,962-962/1 ถนนเอกชัย",0,0
375,6766490375,CB1375,คลินิกสัตวแพทย์เพ็ทโฮม,แขวงบ้านพานถม,เขตพระนคร,กรุงเทพมหานคร,100110,10200,ทุกวัน,7:00:00 AM,9:00:00 PM,เลขที่ 174/5-6 ถนนวิสุทธิ์กษัตริย์,0,0
376,6766490376,CB1376,โรงพยาบาลสัตว์แพทย์สมุทร 24 ชั่วโมง มหาชัย,มหาชัย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740101,74000,ทุกวัน,9:00:00 AM,9:00:00 AM,เลขที่ 926/178ก,0,0
377,6766490377,CB1377,โรงพยาบาลสายห้ารักษาสัตว์,อ้อมน้อย,อำเภอกระทุ่มแบน,สมุทรสาคร,740202,74130,ทุกวัน,12:00:00 AM,12:00:00 PM,"เลขที่ 300,301,302 หมู่ที่ 6",0,0
378,6766490378,CB1378,โรงพยาบาลสัตว์สมใจ,แขวงแสมดำ,เขตบางขุนเทียน,กรุงเทพมหานคร,102107,10150,ทุกวัน,9:00:00 AM,9:00:00 PM,111/921 ม.6 ซ.พระราม 2/68,0,0
379,6766490379,CB1379,โรงพยาบาลสัตว์สุขสวัสดิ์,แขวงบางปะกอก,เขตราษฎร์บูรณะ,กรุงเทพมหานคร,102402,10140,ทุกวัน,8:30:00 AM,9:00:00 PM,เลขที่ 266 ถนนสุขสวัสดิ์,0,0
380,6766490380,CB1380,โรงพยาบาลสัตว์บีเอ็มเอช เอกชัย,มหาชัย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740101,74000,ทุกวัน,9:00:00 AM,9:00:00 PM,เลขที่ 237/348-349 ถนนเอกชัย,0,0
381,6766490381,CB1381,โรงพยาบาลสัตว์สมุทรสงคราม,แม่กลอง,อำเภอเมืองสมุทรสงคราม,สมุทรสงคราม,750101,75000,ทุกวัน,8:30:00 AM,7:30:00 PM,เลขที่ 769/5-8 ถนนราชญาดิรักษา,0,0
382,6766490382,CB1382,คลินิกหมอรักสัตว์,บางแก้ว,อำเภอเมืองสมุทรสงคราม,สมุทรสงคราม,750105,75000,ทุกวัน,8:30:00 AM,8:00:00 PM,134/2 ม.1,0,0
383,6766490383,CB1383,โรงพยาบาลสัตว์เพ็ทส์โฮม กาญจนาภิเษก,แขวงบางบอนเหนือ,เขตบางบอน,กรุงเทพมหานคร,105002,10150,ทุกวัน,7:00:00 AM,9:00:00 PM,เลขที่ 115/6 ถนนกาญจนาภิเษก,0,0
384,6766490384,CB1384,โรงพยาบาลสัตว์บางมด,แขวงบางมด,เขตทุ่งครุ,กรุงเทพมหานคร,104901,10140,ทุกวัน,9:00:00 AM,8:00:00 PM,เลขที่ 139/2 ถนนพุทธบูชา,0,0
385,6766490385,CB1385,เลิฟ เพ็ท รักษาสัตว์,แขวงแสมดำ,เขตบางขุนเทียน,กรุงเทพมหานคร,102107,10150,ทุกวัน,9:00:00 AM,9:00:00 PM,8/16-17 ซ.เทียนทะเล 7,0,0
386,6766490386,CB1386,โรงพยาบาลสัตว์ บีเอ็มเอช,แขวงบางบอนใต้,เขตบางบอน,กรุงเทพมหานคร,105003,10150,ทุกวัน,12:00:00 AM,12:00:00 PM,"เลขที่ 1155,1157,1159 ถนนเอกชัย",0,0
387,6766490387,CB1387,คลินิกหมอรักสัตว์ สมุทรสงคราม,บางแก้ว,อำเภอเมืองสมุทรสงคราม,สมุทรสงคราม,750105,75000,ทุกวัน,8:30:00 AM,8:00:00 PM,134/2 ม.1,0,0
388,6766490388,CB1388,โรงพยาบาลสัตว์ดีซี,แขวงศาลาธรรมสพน์,เขตทวีวัฒนา,กรุงเทพมหานคร,104802,10170,ทุกวัน,9:30:00 AM,8:30:00 PM,เลขที่ 828/1 ถนนศาลาธรรมสพน์,0,0
389,6766490389,CB1389,โรงพยาบาลสัตว์ออลเพ็ท,แขวงหลักสอง,เขตบางแค,กรุงเทพมหานคร,104004,10160,ทุกวัน,12:00:00 AM,12:00:00 PM,เลขที่ 888/18 ถนนบางบอน 3,0,0
390,6766490390,CB1390,โรงพยาบาลสัตว์เพ็ททาวน์ ,แขวงวัดท่าพระ,เขตบางกอกใหญ่,กรุงเทพมหานคร,101602,10600,ทุกวัน,10:00:00 AM,8:00:00 PM,เลขที่ 365/55-56 ถนนเพชรเกษม,0,0
391,6766490391,CB1391,โรงพยาบาลสัตว์กาญจนาภิเษก,แขวงบางไผ่,เขตบางแค,กรุงเทพมหานคร,104003,10160,ทุกวัน,9:00:00 AM,9:00:00 AM,เลขที่ 349 ถนนกาญจนาภิเษก,0,0
392,6766490392,CB1392,โรงพยาบาลสัตว์ศิริเวช,บางพึ่ง,อำเภอพระประแดง,สมุทรปราการ,110402,10130,ทุกวัน,12:00:00 AM,12:00:00 PM,เลขที่ 119/23 หมู่ที่ 19,0,0
393,6766490393,CB1393,โรงพยาบาลสัตว์อะพอลโล,ลำโพ,อำเภอบางบัวทอง,นนทบุรี,120406,11110,ทุกวัน,8:00:00 AM,12:00:00 AM,เลขที่ 99/390 หมู่ที่ 1,0,0
394,6766490394,CB1394,แด๊ดดี้เพ็ทคลินิก,แขวงบางบอนเหนือ,เขตบางบอน,กรุงเทพมหานคร,105002,10150,ทุกวัน เว้นวันพฤหัส,10:00:00 AM,7:00:00 PM,1006/2 ถ.เอกชัย,0,0
395,6766490395,CB1395,โรงพยาบาลสัตว์ วงเวียนใหญ่ ,แขวงบางยี่เรือ,เขตธนบุรี,กรุงเทพมหานคร,101503,10600,ทุกวัน,9:00:00 AM,9:00:00 PM,เลขที่ 1 ถนนสมเด็จพระเจ้าตากสิน,0,0
396,6766490396,CB1396,Mamaa Me,แขวงศาลาธรรมสพน์,เขตทวีวัฒนา,กรุงเทพมหานคร,104802,10170,ทุกวัน,10:00:00 AM,8:00:00 PM,เลขที่ 100/116 ซอยพุทธมณฑลสายสอง,0,0
397,6766490397,CB1397,โรงพยาบาลสัตว์สุขศัลย์ ,แขวงบางมด,เขตทุ่งครุ,กรุงเทพมหานคร,104901,10140,ทุกวัน,9:00:00 AM,9:00:00 PM,"เลขที่ 388,388/1 ซอยพุทธบูชา 36",0,0
398,6766490398,CB1398,Harmony pet center,แขวงบางมด,เขตทุ่งครุ,กรุงเทพมหานคร,104901,10140,ทุกวัน,9:30:00 AM,7:30:00 PM,473 ถ.ประชาอุทิศ,0,0
399,6766490399,CB1399,โรงพยาบาลสัตว์หมอรักสัตว์,บางแก้ว,อำเภอเมืองสมุทรสงคราม,สมุทรสงคราม,750105,75000,ทุกวัน,8:15:00 AM,7:00:00 PM,เลขที่ 134/2 หมู่ที่ 1,0,0
400,6766490400,CB1400,โรงพยาบาลสัตว์บางแค 1,แขวงบางแค,เขตบางแค,กรุงเทพมหานคร,104001,10160,ทุกวัน,9:00:00 AM,9:00:00 PM,119/38-39,0,0
401,6775490401,CK1401,โรงพยาบาลปศุสัตว์ คณะสัตวแพทยศาสตร์,บ่อพลับ,อำเภอเมืองนครปฐม,นครปฐม,730110,73000,ทุกวัน,8:30:00 AM,4:30:00 PM,จุฬาลงกรณ์มหาวิทยาลัย,0,0
402,6775490402,CK1402,สุขุมวิทสัตวแพทย์,แขวงคลองตันเหนือ,เขตวัฒนา,กรุงเทพมหานคร,103902,10110,ทุกวัน,8:00:00 AM,9:00:00 PM,"10,12,14 ซอยสุขุมวิท 51",0,0
403,6775490403,CK1403,โรงพยาบาลสัตว์เล็ก คณะสัตวแพทยศาสตร์ จุฬาฯ,แขวงปทุมวัน,เขตปทุมวัน,กรุงเทพมหานคร,100703,10330,ทุกวัน,8:00:00 AM,17:00 PM,39 ถ.อังรี-ดูนังต์,0,0
404,6775490404,CK1404,โรงพยาบาลสัตว์เอกมัย,แขวงคลองตันเหนือ,เขตวัฒนา,กรุงเทพมหานคร,103902,10110,ทุกวัน,9:00:00 AM,7:00:00 PM,5/1 ซอยเลื่อนอรณพ,0,0
405,6775490405,CK1405,โรงพยาบาลสัตว์ทองหล่อ,แขวงบางกะปิ,เขตห้วยขวาง,กรุงเทพมหานคร,101702,10310,ทุกวัน,12:00:00 AM,12:00:00 AM,เลขที่ 80 ถนนริมคลองแสนแสบ,0,0
406,6775490406,CK1406,โรงพยาบาลสัตว์เจริญสุข,แขวงคลองตันเหนือ,เขตวัฒนา,กรุงเทพมหานคร,103902,10110,ทุกวัน,12:00:00 AM,12:00:00 AM,เลขที่ 167 ซอยเอกมัย 5,0,0
407,6775490407,CK1407,โรงพยาบาลสัตว์สุวรรณชาด,แขวงสะพานสูง,เขตสะพานสูง,กรุงเทพมหานคร,104401,10240,ทุกวัน,9:00:00 AM,8:30:00 PM,เลขที่ 103 ถนนรามคำแหง,0,0
408,6775490408,CK1408,โรงพยาบาลสัตว์สุวรรณชาด,แขวงสะพานสูง,เขตสะพานสูง,กรุงเทพมหานคร,104401,10240,ทุกวัน,9:00:00 AM,8:30:00 PM,เลขที่ 103 ถนนรามคำแหง,0,0
409,6775490409,CK1409,โรงพยาบาลสัตว์กรุงเทพ,แขวงบางโคล่,เขตบางคอแหลม,กรุงเทพมหานคร,103103,10120,ทุกวัน,8:00:00 AM,11:45:00 PM,เลขที่ 3627/124-5 ถนนเจริญราษฎร์,0,0
410,6775490410,CK1410,โรงพยาบาลสัตว์แจ้งวัฒนะ,บ้านใหม่,อำเภอปากเกร็ด,นนทบุรี,120603,11120,ทุกวัน,8:00:00 AM,8:00:00 PM,เลขที่ 7/48 หมู่ที่ 6,0,0
411,6775490411,CK1411,โรงพยาบาลสัตว์สาทร,แขวงทุ่งมหาเมฆ,เขตสาทร,กรุงเทพมหานคร,102803,10120,ทุกวัน,10:00:00 AM,9:00:00 PM,เลขที่ 26/22 ถนนนางลิ้นจี่,0,0
412,6775490412,CK1412,โรงพยาบาลสัตว์กรุงเทพ-นนท์,บางเขน,อำเภอเมืองนนทบุรี,นนทบุรี,120103,11000,ทุกวัน,9:00:00 AM,8:00:00 PM,เลขที่ 169 ถนนกรุงเทพ-นนท์,0,0
413,6775490413,CK1413,โรงพยาบาลสัตว์อารักษ์,แขวงลุมพินี,เขตปทุมวัน,กรุงเทพมหานคร,100704,10330,ทุกวัน,12:00:00 AM,12:00:00 AM,82 ซ.หลังสวน,0,0
414,6775490414,CK1414,โรงพยาบาลสัตว์สามัคคี,ท่าทราย,อำเภอเมืองนนทบุรี,นนทบุรี,120105,11000,ทุกวัน,10:00:00 AM,9:00:00 PM,370 ถ. สามัคคี,0,0
415,6775490415,CK1415,โรงพยาบาลสัตว์เจริญนคร,แขวงบางลำภูล่าง,เขตคลองสาน,กรุงเทพมหานคร,101803,10600,ทุกวัน,10:00:00 AM,9:00:00 PM,922 ถ. เจริญนคร,0,0
416,6775490416,CK1416,โรงพยาบาลสัตว์ติวานนท์,ท่าทราย,อำเภอเมืองนนทบุรี,นนทบุรี,120105,11000,ทุกวัน,10:00:00 AM,9:00:00 PM,"142/27-28, ถ.ติวานนท์,",0,0
417,6775490417,CK1417,โรงพยาบาลสัตว์บางกรวย,บางกรวย,อำเภอบางกรวย,นนทบุรี,120202,11130,ทุกวัน,10:00:00 AM,9:00:00 PM,43/90 ถ. บางกรวย - ไทรน้อย,0,0
418,6775490418,CK1418,โรงพยาบาลสัตว์กรุงเทพนนท์ สาขา บางเลน,บางเลน,อำเภอบางใหญ่,นนทบุรี,120303,11140,ทุกวัน,10:00:00 AM,9:00:00 PM,หมู่ที่ 9 67/93,0,0
419,6775490419,CK1419,โรงพยาบาลสัตว์กรุงเทพนนท์ สาขา ณ นนท์,บางม่วง,อำเภอบางใหญ่,นนทบุรี,120301,11140,ทุกวัน,10:00:00 AM,9:00:00 PM,49/3,0,0
420,6775490420,CK1420,โรงพยาบาลสัตว์กรุงเทพนนท์ สาขา ปลายบาง,มหาสวัสดิ์,อำเภอบางกรวย,นนทบุรี,120207,11130,ทุกวัน,10:00:00 AM,9:00:00 PM,หมู่ที่ 7 100/54,0,0
421,6775490421,CK1421,โรงพยาบาลสัตว์กรุงเทพนนท์ สาขา สรงประภา,แขวงสีกัน,เขตดอนเมือง,กรุงเทพมหานคร,103602,10210,ทุกวัน,10:00:00 AM,9:00:00 PM,314/33-24 ถนน สรงประภา,0,0
422,6775490422,CK1422,โรงพยาบาลสัตว์สหัสวรรษ,แขวงบางซื่อ,เขตบางซื่อ,กรุงเทพมหานคร,102901,10800,ทุกวัน,10:00:00 AM,9:00:00 PM,"827, 827/1 ถ. ประชาชื่น",0,0
423,6775490423,CK1423,โรงพยาบาลสัตว์สาทร,แขวงทุ่งมหาเมฆ,เขตสาทร,กรุงเทพมหานคร,102803,10120,ทุกวัน,10:00:00 AM,9:00:00 PM,"26/21-22,",,
424,6775490424,CK1424,โรงพยาบาลสัตว์เจริญกรุง,แขวงบางคอแหลม,เขตบางคอแหลม,กรุงเทพมหานคร,103101,10120,ทุกวัน,10:00:00 AM,8:30:00 PM,2 20 ถ. เจริญกรุง,,
425,6775490425,CK1425,โรงพยาบาลสัตว์แจ้งวัฒนะ,แขวงทุ่งสองห้อง,เขตหลักสี่,กรุงเทพมหานคร,104101,10210,ทุกวัน,8:00:00 AM,8:00:00 PM,1/008 ซอย แจ้งวัฒนะ 14 ชุมชนพงษ์เพชรแจ้งวัฒนะ 14 ซ. 4,,
426,6775490426,CK1426,โรงพยาบาลสัตว์แจ้งวัฒนะ สาขารังสิต-ปทุมธานี,บ้านกลาง,อำเภอเมืองปทุมธานี,ปทุมธานี,130103,12000,ทุกวัน,8:00:00 AM,10:00:00 PM,29/2,,
427,6775490427,CK1427,โรงพยาบาลสัตว์ทองหล่อ พระราม9,แขวงบางกะปิ,เขตห้วยขวาง,กรุงเทพมหานคร,101702,10310,ทุกวัน,12:00:00 AM,12:00:00 PM,80 ถนน เพชรพระราม,,
428,6775490428,CK1428,โรงพยาบาลสัตว์ทองหล่อ พระราม5,บางขุนกอง,อำเภอบางกรวย,นนทบุรี,120205,11130,ทุกวัน,12:00:00 AM,12:00:00 PM,31/7 ถ. นครอินทร์,,
429,6775490429,CK1429,โรงพยาบาลสัตว์ทองหล่อ สาขาปิ่นเก้า,แขวงบางบำหรุ,เขตบางพลัด,กรุงเทพมหานคร,102503,10700,ทุกวัน,12:00:00 AM,12:00:00 PM,493 ถนน สิรินธร,,
430,6775490430,CK1430,โรงพยาบาลสัตว์ทองหล่อ สาขาติวานนท์,บางตลาด,อำเภอปากเกร็ด,นนทบุรี,120602,11120,ทุกวัน,12:00:00 AM,12:00:00 PM,"99/189, ถ. ติวานนท์",,
431,6775490431,CK1431,โรงพยาบาลสัตว์ทองหล่อ สาขาสุขุมวิท,แขวงคลองตันเหนือ,เขตวัฒนา,กรุงเทพมหานคร,103902,10110,ทุกวัน,12:00:00 AM,12:00:00 PM,205/19-20 ซอยทองหล่อ ระหว่างซอย 9 กับ11,,
432,6775490432,CK1432,โรงพยาบาลสัตว์ทองหล่อ สาขาสาทร-นราธิวาส,แขวงทุ่งวัดดอน,เขตสาทร,กรุงเทพมหานคร,102801,10120,ทุกวัน,12:00:00 AM,12:00:00 PM,130/144 ถนน นราธิวาสราชนครินทร์,,
433,6775490433,CK1433,โรงพยาบาลสัตว์ทองหล่อ สาขาพระราม2,แขวงท่าข้าม,เขตบางขุนเทียน,กรุงเทพมหานคร,102105,10150,ทุกวัน,12:00:00 AM,12:00:00 PM,"30, 6 ถนน พระราม 2 ซ. 49",,
434,6775490434,CK1434,โรงพยาบาลสัตว์ทองหล่อ สาขาประดิษฐ์มนูธรรม,แขวงคลองเจ้าคุณสิงห์,เขตวังทองหลาง,กรุงเทพมหานคร,104503,10310,ทุกวัน,12:00:00 AM,12:00:00 PM,738 ถ. ประดิษฐ์มนูธรรม,,
435,6775490435,CK1435,โรงพยาบาลสัตว์ทองหล่อ สาขารามอินทรา,แขวงรามอินทรา,เขตคันนายาว,กรุงเทพมหานคร,104302,10230,ทุกวัน,12:00:00 AM,12:00:00 PM,492 492/ 1 ซอย รามอินทรา 50,,
436,6775490436,CK1436,โรงพยาบาลสัตว์ทองหล่อ สาขา ศรีนครินทร์,แขวงหนองบอน,เขตประเวศ,กรุงเทพมหานคร,103202,10250,ทุกวัน,12:00:00 AM,12:00:00 PM,25 ซอย ศรีนครินทร์ 48 แยก 1,,
437,6775490437,CK1437,โรงพยาบาลสัตว์ทองหล่อ สาขารังสิต,ประชาธิปัตย์,อำเภอธัญบุรี,ปทุมธานี,130301,12130,ทุกวัน,12:00:00 AM,12:00:00 PM,"94, 2 ถ. พหลโยธิน",,
438,6775490438,CK1438,Pet wellness center โดยโรงพยาบาลสัตว์ทองหล่อ สาขาเซ็นทรัลอีสวีลล์,แขวงลาดพร้าว,เขตลาดพร้าว,กรุงเทพมหานคร,103801,10230,ทุกวัน,12:00:00 AM,12:00:00 PM,"ศูนย์การค้าเซ็นทรัลเฟสติวัล อีสวิลล์ ห้องเลขที่ 177-178, ถ. ประดิษฐ์มนูธรรม",,
439,6775490439,CK1439,โรงพยาบาลสัตว์ทองหล่อ สาขาพัทยา,นาเกลือ,อำเภอบางละมุง,ชลบุรี,200408,20150,ทุกวัน,12:00:00 AM,12:00:00 PM,148-2 ถ. สุขุมวิท,,
440,6775490440,CK1440,โรงพยาบาลสัตว์ทองหล่อ สาขาระยอง,เนินพระ,อำเภอเมืองระยอง,ระยอง,210109,21000,ทุกวัน,12:00:00 AM,12:00:00 PM,23 33 หมู่3 ถ. สุขุมวิท,,
